assured_age,nominee_relation,occupation,policy sumassured,premium,premiumpaymentmode,annual income,holdermaritalstatus,indiv_requirementflag,policy term,policy payment term,product type,channel,fraud category
48,wife,service,"  550,000 ","  25,375 ",yearly,"  400,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  500,000 ","  21,219 ",yearly,"  600,000 ",married,non medical,10,10,traditional,retail agency,misrepresentation
47,spouse,service,"  1,100,000 ","  46,302 ",yearly,"  780,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
46,son,service,"  500,000 ","  20,205 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  500,000 ","  32,641 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  700,000 ","  36,443 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
46,wife,service,"  750,000 ","  29,955 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
59,wife,agriculturist,"  2,500,000 ","  199,464 ",yearly,"  480,000 ",married,medical,16,10,traditional,bancassurance,misrepresentation
52,wife,service,"  900,000 ","  29,080 ",yearly,"  720,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
58,wife,service,"  533,000 ","  30,038 ",yearly,"  600,000 ",married,medical,11,10,traditional,bancassurance,misrepresentation
56,wife,service,"  550,000 ","  30,450 ",yearly,"  540,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  565,000 ","  34,327 ",yearly,"  669,600 ",married,medical,10,10,traditional,bancassurance,misrepresentation
59,son,service,"  1,196,000 ","  100,036 ",yearly,"  2,400,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  500,000 ","  32,641 ",yearly,"  420,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
57,spouse,service,"  500,000 ","  38,127 ",yearly,"  800,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
61,wife,business,"  1,100,000 ","  59,429 ",yearly,"  1,260,000 ",married,medical,14,10,traditional,bancassurance,misrepresentation
50,wife,service,"  600,000 ","  31,237 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  510,000 ","  25,049 ",yearly,"  576,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  500,000 ","  29,333 ",yearly,"  800,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  35,446 ",yearly,"  750,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
57,wife,service,"  500,000 ","  38,127 ",yearly,"  828,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,son,service,"  900,000 ","  41,100 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  34,401 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,spouse,service,"  500,000 ","  23,068 ",yearly,"  720,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  600,000 ","  31,237 ",yearly,"  504,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
60,wife,service,"  550,000 ","  49,101 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  700,000 ","  36,443 ",yearly,"  912,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  700,000 ","  32,296 ",yearly,"  720,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  500,000 ","  27,640 ",yearly,"  960,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  1,120,000 ","  50,386 ",yearly,"  400,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  750,000 ","  41,108 ",yearly,"  700,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  650,000 ","  37,291 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  550,000 ","  30,404 ",yearly,"  828,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  663,000 ","  25,039 ",yearly,"  480,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  34,401 ",yearly,"  660,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  500,000 ","  31,799 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
46,son,service,"  500,000 ","  20,205 ",yearly,"  432,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
56,wife,service,"  700,000 ","  50,722 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
56,wife,service,"  2,300,000 ","  155,819 ",yearly,"  1,320,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
49,wife,service,"  1,500,000 ","  74,064 ",yearly,"  1,000,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,spouse,service,"  1,350,000 ","  49,926 ",yearly,"  1,140,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
42,wife,profession,"  1,000,000 ","  13,763 ",yearly,"  720,000 ",married,non medical,30,10,traditional,retail agency,misrepresentation
52,spouse,service,"  620,000 ","  36,373 ",yearly,"  636,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
47,spouse,service,"  600,000 ","  25,945 ",yearly,"  672,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  1,250,000 ","  49,115 ",yearly,"  960,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
48,wife,service,"  800,000 ","  36,533 ",yearly,"  396,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,son,service,"  1,000,000 ","  50,912 ",yearly,"  576,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  800,000 ","  43,848 ",yearly,"  2,400,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  26,297 ",yearly,"  550,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  750,000 ","  27,972 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
46,sister,service,"  500,000 ","  20,205 ",yearly,"  480,000 ",single,non medical,10,10,traditional,bancassurance,misrepresentation
57,wife,service,"  1,000,000 ","  75,104 ",yearly,"  1,440,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,spouse,service,"  1,100,000 ","  49,486 ",yearly,"  672,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
55,son,service,"  550,000 ","  38,991 ",yearly,"  1,140,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  550,000 ","  28,163 ",yearly,"  780,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  800,000 ","  41,273 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  800,000 ","  41,273 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
56,wife,service,"  500,000 ","  36,230 ",yearly,"  720,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
47,wife,service,"  700,000 ","  30,269 ",yearly,"  500,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  1,200,000 ","  53,985 ",yearly,"  1,104,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  500,000 ","  32,641 ",yearly,"  360,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  500,000 ","  24,558 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
56,spouse,service,"  500,000 ","  27,682 ",yearly,"  480,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  4,200,000 ","  600,000 ",half yearly,"  1,200,000 ",married,medical,10,10,ulip,retail agency,misrepresentation
39,wife,service,"  4,200,000 ","  600,000 ",yearly,"  2,250,000 ",married,non medical,10,10,ulip,bancassurance,misrepresentation
42,spouse,business,"  17,500,000 ","  2,500,000 ",yearly,"  7,200,000 ",married,medical,10,10,ulip,bancassurance,misrepresentation
48,wife,service,"  132,000 ","  19,476 ",yearly,"  540,000 ",married,medical,13,10,traditional,bancassurance,misrepresentation
45,son,service,"  120,000 ","  16,442 ",yearly,"  400,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
43,wife,service,"  400,000 ","  25,310 ",yearly,"  600,000 ",married,non medical,20,10,traditional,bancassurance,misrepresentation
36,wife,business,"  335,000 ","  20,525 ",yearly,"  240,000 ",married,non medical,20,10,traditional,retail agency,misrepresentation
46,wife,agriculturist,"  115,000 ","  19,447 ",yearly,"  240,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
49,wife,business,"  225,000 ","  23,729 ",half yearly,"  215,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
45,son,business,"  1,000,000 ","  64,069 ",yearly,"  300,001 ",married,non medical,20,10,traditional,retail agency,misrepresentation
49,son,agriculturist,"  165,000 ","  26,229 ",yearly,"  180,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
39,son,business,"  200,000 ","  13,019 ",yearly,"  235,000 ",married,non medical,20,10,traditional,retail agency,misrepresentation
47,son,business,"  250,000 ","  25,859 ",half yearly,"  245,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
37,wife,business,"  450,000 ","  28,218 ",half yearly,"  238,000 ",married,non medical,20,10,traditional,retail agency,misrepresentation
49,wife,service,"  718,000 ","  120,050 ",yearly,"  624,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
49,wife,agriculturist,"  174,000 ","  30,078 ",yearly,"  360,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
46,wife,service,"  300,000 ","  29,353 ",yearly,"  480,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
47,wife,service,"  360,000 ","  52,589 ",yearly,"  540,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
49,son,housewife,"  475,000 ","  79,916 ",yearly,"  360,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
46,wife,agriculturist,"  205,000 ","  30,681 ",yearly,"  300,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
60,wife,business,"  1,000,000 ","  16,217 ",yearly,"  1,260,000 ",married,non medical,15,10,health,retail agency,misrepresentation
55,son,service,"  1,000,000 ","  5,885 ",yearly,"  840,000 ",married,non medical,5,10,health,retail agency,misrepresentation
36,wife,business,"  5,000,000 ","  14,576 ",yearly,"  300,000 ",married,medical,15,10,traditional,institutional alliance,misrepresentation
44,wife,service,"  3,000,000 ","  30,908 ",yearly,"  1,200,000 ",married,medical,30,10,traditional,retail agency,misrepresentation
48,wife,service,"  2,100,000 ","  20,525 ",yearly,"  540,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
43,husband,service,"  5,000,000 ","  23,133 ",half yearly,"  840,000 ",married,medical,20,10,traditional,retail agency,misrepresentation
56,wife,service,"  2,000,000 ","  39,950 ",yearly,"  1,200,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
53,wife,service,"  2,000,000 ","  30,727 ",yearly,"  400,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
53,son,service,"  2,000,000 ","  36,684 ",yearly,"  350,000 ",married,medical,20,10,traditional,institutional alliance,misrepresentation
45,son,service,"  2,100,000 ","  15,485 ",yearly,"  400,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
59,wife,service,"  2,500,000 ","  52,062 ",yearly,"  660,000 ",married,medical,10,10,traditional,retail agency,misrepresentation
52,wife,service,"  2,000,000 ","  23,048 ",yearly,"  1,200,000 ",married,medical,10,10,traditional,retail agency,misrepresentation
53,wife,business,"  480,000 ","  48,000 ",monthly,"  360,000 ",married,non medical,10,10,ulip,retail agency,misrepresentation
46,wife,service,"  600,000 ","  60,000 ",monthly,"  600,000 ",married,non medical,10,10,ulip,retail agency,misrepresentation
48,daughter,service,"  300,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
39,son,service,"  840,000 ","  104,500 ",yearly,"  700,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
54,wife,service,"  270,000 ","  52,250 ",yearly,"  1,320,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
53,wife,service,"  270,000 ","  52,250 ",yearly,"  396,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
48,wife,service,"  300,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
36,wife,service,"  1,134,000 ","  188,100 ",yearly,"  800,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
45,wife,service,"  385,000 ","  51,125 ",yearly,"  900,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
45,spouse,self-employed,"  770,000 ","  104,500 ",yearly,"  650,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
56,husband,service,"  240,000 ","  52,250 ",yearly,"  648,000 ",married,medical,12,10,traditional,bancassurance,misrepresentation
43,son,business,"  770,000 ","  104,500 ",yearly,"  624,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
59,wife,retired,"  315,000 ","  52,250 ",yearly,"  700,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
60,wife,self-employed,"  441,000 ","  101,612 ",yearly,"  600,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
53,wife,service,"  1,995,000 ","  301,995 ",yearly,"  1,200,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  960,000 ","  209,000 ",yearly,"  720,000 ",married,medical,12,10,traditional,bancassurance,misrepresentation
57,wife,business,"  315,000 ","  52,250 ",yearly,"  600,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
55,wife,service,"  270,000 ","  52,250 ",yearly,"  720,000 ",married,medical,12,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  315,000 ","  52,250 ",yearly,"  550,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
60,spouse,retired,"  480,000 ","  104,500 ",yearly,"  780,000 ",married,medical,12,10,traditional,bancassurance,misrepresentation
55,son,service,"  270,000 ","  52,250 ",yearly,"  372,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
55,wife,service,"  350,000 ","  52,250 ",yearly,"  960,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
49,wife,business,"  385,000 ","  52,250 ",yearly,"  480,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
50,wife,service,"  385,000 ","  52,250 ",yearly,"  720,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
55,spouse,service,"  700,000 ","  104,500 ",yearly,"  600,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
46,wife,agriculturist,"  385,000 ","  52,250 ",yearly,"  420,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  1,200,000 ","  261,250 ",yearly,"  2,000,000 ",married,medical,12,10,traditional,bancassurance,misrepresentation
57,wife,self-employed,"  630,000 ","  104,500 ",yearly,"  480,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
60,wife,business,"  315,000 ","  52,250 ",yearly,"  450,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
51,wife,service,"  280,800 ","  54,340 ",yearly,"  650,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
59,son,service,"  960,000 ","  209,000 ",yearly,"  2,400,000 ",married,medical,12,10,traditional,bancassurance,misrepresentation
56,spouse,service,"  315,000 ","  52,250 ",yearly,"  756,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  720,000 ","  156,750 ",yearly,"  1,000,000 ",married,medical,12,10,traditional,bancassurance,misrepresentation
57,son,service,"  480,000 ","  104,500 ",yearly,"  720,000 ",widowed,medical,12,10,traditional,bancassurance,misrepresentation
60,grand son,retired,"  315,000 ","  52,250 ",yearly,"  420,000 ",widowed,medical,15,10,traditional,institutional alliance,misrepresentation
48,wife,self-employed,"  385,000 ","  52,250 ",yearly,"  480,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
53,wife,service,"  350,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
51,wife,service,"  270,000 ","  52,250 ",yearly,"  912,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
59,son,retired,"  630,000 ","  104,500 ",yearly,"  700,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  315,000 ","  52,250 ",yearly,"  420,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
51,son,service,"  270,000 ","  52,250 ",yearly,"  800,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
49,son,service,"  385,000 ","  52,250 ",yearly,"  960,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
47,wife,service,"  300,000 ","  53,295 ",monthly,"  480,000 ",married,non medical,12,10,traditional,bancassurance,misrepresentation
53,son,service,"  350,000 ","  52,250 ",yearly,"  1,200,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
49,wife,service,"  385,000 ","  52,250 ",yearly,"  900,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  630,000 ","  104,500 ",yearly,"  504,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
53,son,service,"  350,000 ","  52,250 ",yearly,"  650,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
58,son,service,"  441,000 ","  73,150 ",yearly,"  500,000 ",widowed,medical,15,10,traditional,bancassurance,misrepresentation
58,wife,service,"  315,000 ","  52,250 ",yearly,"  960,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
54,wife,service,"  350,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
53,spouse,service,"  399,000 ","  60,399 ",yearly,"  960,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
56,wife,service,"  315,000 ","  52,250 ",yearly,"  500,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
54,wife,service,"  350,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
60,spouse,retired,"  907,200 ","  150,480 ",yearly,"  700,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
56,spouse,service,"  315,000 ","  52,250 ",yearly,"  500,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
47,spouse,agriculturist,"  385,000 ","  52,250 ",yearly,"  350,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
42,spouse,housewife,"  385,000 ","  52,250 ",yearly,"  200,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
59,spouse,service,"  630,000 ","  104,500 ",yearly,"  600,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
42,spouse,service,"  385,000 ","  52,250 ",yearly,"  700,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
52,wife,service,"  1,550,000 ","  25,021 ",yearly,"  801,600 ",married,medical,5,10,traditional,bancassurance,misrepresentation
41,wife,service,"  1,000,000 ","  10,785 ",yearly,"  360,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  500,000 ","  5,888 ",yearly,"  600,000 ",married,medical,5,10,traditional,bancassurance,misrepresentation
56,son,service,"  950,000 ","  18,127 ",yearly,"  600,000 ",married,medical,5,10,traditional,bancassurance,misrepresentation
57,son,service,"  500,000 ","  39,147 ",single,"  540,000 ",married,medical,5,10,traditional,retail agency,misrepresentation
53,son,service,"  1,067,000 ","  103,595 ",yearly,"  600,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
59,husband,agriculturist,"  1,100,000 ","  104,500 ",yearly,"  650,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
59,son,business,"  1,045,000 ","  102,758 ",yearly,"  1,200,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
40,son,service,"  1,100,000 ","  104,500 ",yearly,"  700,000 ",married,non medical,31,10,traditional,bancassurance,misrepresentation
56,spouse,service,"  550,000 ","  53,295 ",monthly,"  700,000 ",married,medical,23,10,traditional,retail agency,misrepresentation
53,wife,service,"  550,000 ","  52,250 ",yearly,"  500,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
55,wife,business,"  550,000 ","  52,250 ",yearly,"  642,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
42,spouse,service,"  2,200,000 ","  209,000 ",yearly,"  1,100,000 ",married,medical,36,10,traditional,retail agency,misrepresentation
42,spouse,service,"  2,200,000 ","  209,000 ",yearly,"  1,900,000 ",married,medical,36,10,traditional,retail agency,misrepresentation
54,son,agriculturist,"  990,000 ","  94,050 ",yearly,"  360,000 ",married,non medical,24,10,traditional,retail agency,misrepresentation
53,spouse,business,"  550,000 ","  52,250 ",yearly,"  504,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
36,wife,business,"  550,000 ","  52,250 ",yearly,"  1,000,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
51,son,service,"  1,980,000 ","  188,100 ",yearly,"  700,000 ",married,non medical,31,10,traditional,retail agency,misrepresentation
55,wife,service,"  1,331,000 ","  126,445 ",yearly,"  1,000,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
50,son,agriculturist,"  550,000 ","  52,250 ",yearly,"  360,000 ",married,medical,36,10,traditional,retail agency,misrepresentation
55,daughter,service,"  1,045,000 ","  101,994 ",yearly,"  960,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
53,wife,agriculturist,"  550,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
59,wife,service,"  550,000 ","  52,250 ",yearly,"  1,164,000 ",married,medical,23,10,traditional,bancassurance,misrepresentation
48,wife,service,"  550,000 ","  52,250 ",yearly,"  750,000 ",married,medical,23,10,traditional,bancassurance,misrepresentation
56,son,agriculturist,"  550,000 ","  52,250 ",yearly,"  300,000 ",married,medical,23,10,traditional,bancassurance,misrepresentation
58,wife,retired,"  1,100,000 ","  104,500 ",yearly,"  480,000 ",married,medical,36,10,traditional,retail agency,misrepresentation
52,spouse,business,"  550,000 ","  52,250 ",yearly,"  500,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
52,wife,agriculturist,"  550,000 ","  52,250 ",yearly,"  600,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
51,spouse,service,"  550,000 ","  52,250 ",yearly,"  1,200,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
55,son,agriculturist,"  550,000 ","  52,250 ",yearly,"  480,000 ",married,non medical,36,10,traditional,bancassurance,misrepresentation
54,wife,business,"  1,100,000 ","  104,500 ",yearly,"  400,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
49,wife,service,"  550,000 ","  52,250 ",yearly,"  780,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
47,wife,self-employed,"  550,000 ","  52,250 ",yearly,"  348,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
57,wife,agriculturist,"  550,000 ","  52,250 ",yearly,"  450,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
53,son,business,"  2,200,000 ","  209,000 ",yearly,"  600,000 ",married,non medical,36,10,traditional,retail agency,misrepresentation
49,son,service,"  550,000 ","  52,250 ",yearly,"  900,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
46,wife,agriculturist,"  550,000 ","  52,250 ",yearly,"  400,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
56,wife,service,"  550,000 ","  52,250 ",yearly,"  720,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
55,wife,service,"  550,000 ","  52,250 ",yearly,"  624,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
53,son,service,"  550,000 ","  52,250 ",yearly,"  800,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
56,son,profession,"  550,000 ","  52,250 ",yearly,"  360,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
54,son,service,"  550,000 ","  52,250 ",yearly,"  984,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
51,wife,business,"  550,000 ","  52,250 ",yearly,"  480,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
57,wife,service,"  1,100,000 ","  104,500 ",yearly,"  840,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
47,wife,service,"  550,000 ","  52,250 ",yearly,"  516,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
54,sister,business,"  550,000 ","  52,250 ",yearly,"  360,000 ",single,non medical,31,10,traditional,retail agency,misrepresentation
49,wife,agriculturist,"  550,000 ","  52,250 ",yearly,"  504,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  550,000 ","  52,250 ",yearly,"  720,000 ",married,medical,36,10,traditional,bancassurance,misrepresentation
45,wife,business,"  1,320,000 ","  127,908 ",monthly,"  500,000 ",married,non medical,36,10,traditional,retail agency,misrepresentation
52,wife,service,"  550,000 ","  52,250 ",yearly,"  562,872 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
42,spouse,retired,"  550,000 ","  52,250 ",yearly,"  840,000 ",married,medical,23,10,traditional,bancassurance,misrepresentation
50,wife,service,"  550,000 ","  52,250 ",yearly,"  540,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
54,wife,agriculturist,"  550,000 ","  52,250 ",yearly,"  300,000 ",married,non medical,26,10,traditional,bancassurance,misrepresentation
60,spouse,self-employed,"  550,000 ","  52,250 ",yearly,"  480,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
46,spouse,business,"  550,000 ","  52,250 ",yearly,"  360,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
56,son,service,"  550,000 ","  52,250 ",yearly,"  720,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
54,son,housewife,"  550,000 ","  52,250 ",yearly,"  660,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
51,son,business,"  550,000 ","  52,250 ",yearly,"  480,000 ",widowed,non medical,26,10,traditional,retail agency,misrepresentation
57,spouse,business,"  550,000 ","  52,250 ",yearly,"  480,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
58,wife,service,"  550,000 ","  55,704 ",yearly,"  600,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
58,wife,business,"  550,000 ","  56,818 ",monthly,"  480,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
60,wife,retired,"  1,100,000 ","  104,500 ",yearly,"  600,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
57,wife,business,"  1,100,000 ","  104,500 ",yearly,"  960,000 ",married,medical,26,10,traditional,retail agency,misrepresentation
52,wife,business,"  1,650,000 ","  156,750 ",yearly,"  600,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
43,son,business,"  550,000 ","  53,295 ",half yearly,"  480,000 ",married,non medical,26,10,traditional,retail agency,misrepresentation
58,wife,retired,"  2,200,000 ","  209,000 ",yearly,"  1,180,000 ",married,medical,36,10,traditional,retail agency,misrepresentation
51,spouse,service,"  550,000 ","  52,250 ",yearly,"  840,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
59,son,business,"  990,000 ","  94,050 ",yearly,"  600,000 ",married,medical,36,10,traditional,bancassurance,misrepresentation
48,wife,service,"  550,000 ","  52,250 ",yearly,"  650,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
56,spouse,service,"  550,000 ","  52,250 ",yearly,"  840,000 ",married,medical,26,10,traditional,bancassurance,misrepresentation
57,spouse,service,"  2,200,000 ","  217,163 ",yearly,"  1,900,272 ",married,medical,36,10,traditional,retail agency,misrepresentation
54,daughter,service,"  550,000 ","  52,250 ",yearly,"  840,000 ",married,non medical,23,10,traditional,bancassurance,misrepresentation
